시도,지역,차종,비고,신청가능여부,잔여대수
경기,화성시,전기승용,"경기 화성시 전기승용 본공고 1 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 4797 (30) (0) (160) (4607) 3978 (1403) (98) (89) (2388) 2722 (956) (75) (58) (1633) 2075 (0) (0) (102) (2974) 2026. 6. 15. 승용 2차 공고 2026. 6. 22. 승용 2차 접수 접수 시작 번호: 3176 ★ 신청 접수된 물량이 정해진 예산을 초과하여 접수 마감합니다. ★ 자격부여는 마감 전 접수된 물량에 대해서만 진행하고, 대상자선정은 지원가능확인 순으로 부여해 드립니다. ★ 추가보조금 지원으로 인해 실제 보급대수는 공고물량과 다르게 진행됩니다. ★ 순차적으로 처리하고 있으니 전화는 자제해 주시기 바랍니다. -------------------------------------------------------------------------------- ★★★신청시 주민등록등본(주소변동내역 필수 포함)과 주민등록초본(주소변동내역 필수 포함)을 등록하여 주시기 바랍니다. (화성시 2개월 이상 거주요건 확인용)★★★ -------------------------------------------------------------------------------- << 2026년 전기자동차(승용) 보급사업 (2차) >> - 사 업 명: 2026년 전기자동차(승용) 보급사업 공고(2차) - 접수기간: `26. 6. 22. (월) 10:00 ∼ 11. 27.(금) 18:00(예산 소진시 조기 마감) - 보급대수: 1,390대 ※ 우선순위, 택시 등은 첨부 공고문 참조 - 신청자격: 지원신청일 기준 2개월 이상 연속하여 화성시에 거주한 자 (개인) 만 18세 이상 시민 (개인사업자) 대표자가 화성시에 주소지를 둔 사업자 (법인, 기관) 화성시 내 사업장(본사, 지사, 공장, 자동차 대여사업소 등)이 위치한 법인 및 기업 - 대상자선정기준: 차량 출고·등록순(지원가능확인 요청순) - 지급기준: 차량 출고·등록순 ---------------------------------------------------------------------------- ※ 차종별 보조금 상이하여 시스템 상의 잔여대수와 실제 잔여대수 다름 ※ 차종별 보조금은 사이트 상단 ‘구매 및 지원’→‘무공해차 구매보조금 지원’→‘구매보조금 지급현황’→세부차종 선택→‘지자체 차종별 보조금’ 참고 (국비 변경, 지원 차종 추가 등에 따라 공고문에 기재된 보조금 현황에서 변동될 수 있음) ※ 서류 첨부 시 1개의 스캔본으로 제출 요청(원본 제출 불필요) ※ 생애최초 신청 시 위택스(https://www.wetax.go.kr/main.do)에서 지방세미과세증명(전국, 만 18세 이후~2026년, 자동차 관련 세금) 발급 ※ 시스템 접수순으로 서류 검토하며, 공정성을 위해 전화로 처리 요청하셔도 먼저 처리하지 않습니다.",마감,
경기,광주시,전기승용,"경기 광주시 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 1200 (0) (0) (0) (1200) 1010 (293) (27) (9) (681) 835 (243) (20) (6) (566) 365 (0) (0) (0) (634) << 광주시 상반기 전기자동차 보급사업 추가 공고문>> ○접수기간 : 6.1. 오전 9시 부터 접수~6.30. ※ 예산소진시 까지 ○차량대수 : 사업량 승용 600대 , 화물 80대 잔여대수는 문의전화주세요., 전환보조금은 첨부파일 지방전환비는 국비전환의 30% 전환지원금은 본공고 파일3 칸 참고.(대략 국비 만원 당 0.26이 전환지원금, 세부계산법 국비가 192만원일때, 전환지원금은 49만원(전환국비 38 + 전환지방비 11 = 49) 전환지원금 국비 금액 = 192 * 0.2 = 38 전환지원금 지방비금액(전환지원금 국비금액의 30%) = 38*0.3 = 11 ★주의사항 ▶지원신청서 접수순으로 서류검토 후 자격부여함 ▶자격부여 후 10일이내 출고확정 시 지원가능확인요청 ▶‘지원가능 여부 확인 요청 순’으로 대상자 확정 자세한 사항은 공고문 확인",마감,
경기,양주시,전기승용,"경기 양주시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 1118 (55) (0) (20) (1043) 841 (263) (11) (13) (554) 807 (254) (11) (13) (529) 311 (0) (0) (7) (514) ■ 2026년 전기자동차( 보급사업 공고 ■ 1. 사업기간 : 2026. 2. 2. ~ 2026. 12. 11.(예산 소진 시 조기마감) 2. 보급대수 : 1,118대(우선순위 55대, 일반 : 1,043대, 택시 20대) 3. 신청대상 : 전기자동차 신청 전일까지 1개월 이상 거주한 양주시에 주소를 둔 만 18세 이상 개인 대표자가 양주시에 주소를 둔 개인사업자 양주시 내 사업장(본사, 자사 등) 이 위치한 법인 4. 지원금액 : 차종별 차등 지급 5. 선정기준 : 출고 등록순 ★ 대상자로 선정 통보된 날로부터 20일 이내에 차량출고 등록 및 보조금 지급신청을 시스템상 최종 완료해야 하며, 하지 아니한 경우 대상자 선정 취소 됨을 알려드립니다. ★ 전기자동차 보급사업과 관련한 자세한 사항은 공고문1을 참조하시기 바랍니다. ★ 전기자동차(승용) 보조금 금액 및 전환지원금 금액과 관련한 내용도 공고문2을 참조하시기 바랍니다. ★ 전기자동차(승용) 보조금 신청 2026.4.27.에 마감되었으며, 2차 공고 예정일은 2026.09.~10.이나 추경 일정에 따라 공고 일자는 변경될 수 있습니다.",마감,
경기,포천시,전기승용,"경기 포천시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 접수순 *우선: 접수순 420 (43) (10) (10) (357) 279 (64) (24) (10) (181) 264 (58) (24) (9) (173) 156 (0) (0) (1) (184) 추경 1차 승용, 화물 마감 되었습니다. 하반기 공고 및 접수는 9월 예정(확정X)입니다.",마감,
경기,여주시,전기승용,"경기 여주시 전기승용 본공고 1 본공고 2 본공고 3 *일반: 접수순(초과시 출고등록순) *우선: 접수순(초과시 출고등록순) 509 (50) (0) (10) (449) 334 (84) (6) (4) (240) 249 (63) (6) (4) (176) 260 (0) (0) (6) (273) ※ 2차(하반기) 전기승용 물랑 2026.06.16.자로 마감되었습니다. ※ 3차 전기차 보조사업 시행 검토중에 있으나, 사업물량 및 사업일정 현재 확정된 내용 없습니다. ※ 서류제출시 중요사항 : 여주시는 원본자료를 받지 않고 있으니, 자료를 업로드 하실 때는 반드시 원본을 바르게 스캔하여 업로드 해주시고 다음과 같은 경우 보완처리 하겠습니다. 예시) 증빙서류를 사진촬영하여 전송받은 파일을 업로드 하는 경우, 팩스로 받아 스캔하여 업로드 하는 경우 등 2026년 2차(하반기) 전기자동차 보급사업 공고를 붙임과 같이 시행하고자 합니다. 1. 사 업 명 : 2026년 2차(하반기) 전기자동차 보급사업 2. 사업(접수)기간 : 2026년 6월 1일(월) 09시 ~ 2026년 12월 11일(금) 18시 3. 하반기 보급물량 : [승용 254대], [화물 75대], [승합(일반) 3대], [승합(어린이통학차량) 1대] 4. 대상자 선정방법 : 접수순(자격부여일로부터 2개월 이내 미출고시 대상자 선정 취소 또는 대기자로 전환) 5 지원내용 : 붙임 공고문 참조 6. 기타사항 : 보조금 지원 금액: 차종별 보조금 지원금액은 무공해차 통합누리집(www.ev.or.kr)을 통해 확인 가능(구매 및 지원 ⇒ 무공해차 구매보조금 지원 ⇒ 구매보조금 지급현황) 붙임 2026년 2차(하반기) 전기자동차 보급사업 공고문 1부. 끝.",마감,
경기,연천군,전기승용,"경기 연천군 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 242 (0) (0) (0) (242) 102 (26) (5) (4) (67) 102 (26) (5) (4) (67) 140 (0) (0) (0) (175) 「2026년 전기자동차 구매지원 사업 하반기 공고」 1. 접수기간: 2026. 07. 03.(금) 09:00 ~ 2026. 12. 11.(금) 18:00 2. 사업내용: 전기자동차를 구매하는 자에게 예산의 범위 내에서 보조금 지원 3. 보급대수(하반기): 승용 68대(국비300만원기준), 화물 13대(국비1000만원기준), 승합1대, 어린이버스1대, 전환지원금 21대 - 보급대수는 차종별 보조금 차등 지원 및 국비 추가 지급 등에 따라 예산범위내에서 변동 4. 지원대상: 공고문 참고 ※ 지급신청서(연천군양식)는 자동차등록증 첨부란에 같이 첨부 바랍니다. ※ 모든 서류 원본대조필 날인 ※ 우선순위: 1. 출고등록순 2. 접수순",확인필요,
경기,가평군,전기승용,"경기 가평군 전기승용 본공고 1 *일반: 접수순(초과시 출고등록순) *우선: 접수순(초과시 출고등록순) 170 (17) (0) (0) (153) 163 (38) (0) (3) (122) 163 (38) (0) (3) (122) 7 (0) (0) (0) (31) 가. 신청 및 접수기간: 2026.1.28.~ 예산 소진 및 차량 출고일에 따라 변경 가능 나. 보급대수 1) 전기승용: 170대(일반 153대, 우선지원대상 17대) 2) 전기화물: 45대(일반 40대, 우선지원대상 5대) 3) 전기승합: 일반승합 2대(일반 1대, 공공조달구매 1대), 어린이승합 2대 다. 지원차종 및 금액: 차종마다 상이, 통합누리집 참고",마감,
경기,양평군,전기승용,"경기 양평군 전기승용 본공고 1 추경1차 1 추경2차 1 추경2차 2 *일반: 출고등록순 *우선: 출고등록순 656 (0) (0) (0) (656) 442 (118) (6) (10) (308) 442 (118) (6) (10) (308) 214 (0) (0) (0) (348) 공고 (2026. 2. 2.) 이전 계약 보조금 미지급 대상입니다. (계약일자 확인 후 신청바랍니다.) ★★ 2026년 6월 25일 추가 공고 ★★ 승용 국비 지원단가3,000,000원 기준 29대 전환지원금(승용,화물) 41대 분량으로 예산소진 시 전환지원금 지급 불가(대상자 선정 후 전환지원금 및 추가보조금 소급 적용 불가합니다.) 7월 7일(화) 10시 접수입니다. --------------------------------------------------------------------------------안 내 사 항----------------------------------------------------------------------------------------------------------- 2026. 5. 21.기준(17시)[본예산 물량_마감] ★★ 국비 조기 소진으로 2026년 전기자동차 보급사업[승용]은 마감되었습니다. ★★ ※ 4월 7일 변경공고_전기자동차[승용] 보급사업 상하반기 사업물량 통합 추진 ※ 구매자 특성별 국비지원금 및 차종별 국비 지원금액 300만원초과 차량이 다수 발생된 상황입니다. 참고 사항으로 승용 국비 지원단가 300만원 x 목표 대수 630대 = 1,890,000천원 입니다_양평군 2026년 승용 총 국비임 ※ 보조금 입금 시 1건 (기본국비+기본지방비+전환지원금+구매자특성별지원금(국비)), 2건(지방비분담금_구매자특성별지원금(지방분담금)_차상위, 차상위, 소상공인, 다자녀, 청년, 농업인, 택배 등)으로 2026. 4. 1.이후 지급부터 2건으로 입금예정입니다. ※ 자격부여 이후 지원대상자 출고등록 순으로 선정하고 있습니다. 자격부여 확정 아님 ※ 대상자 선정 후 출고지연 시 대기자(자격부여)로 변경될 수 있습니다. 2026년 구매자 특성별추가지원금 및 전환지원금 등 지방자치단체 분담비율이 증가하여 목표물량 대비 예산이 조기 소진될 수 있을음 알려드립니다.",마감,
강원,춘천시,전기승용,"강원 춘천시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: - 800 (0) (0) (0) (800) 822 (270) (3) (37) (512) 822 (270) (3) (37) (512) 0 (0) (0) (0) (288) ★ 춘천시 하반기 공고는 8월 예정입니다.(공고 일정은 변경될 수 있습니다.) ★★ 5. 8.(금) 18시부로 승용 및 화물 접수 마감 <2026년 전기자동차 보급사업 안내(3차)> ○ 신청기간 : 2026. 4. 15.(수) 10:00 ~ 12. 11.(금) 18:00 / 예산소진 시 조기 마감 ○ 보급대수 : 승용 400대, 화물 30대 * 예산 범위 내에서 변동 될 수 있음 ○ 기타 자세한 내용은 공고문 참조(4. 15. 게시 예정) * 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가하오니 주의하여 주시기 바랍니다. ** 전환지원금 관련 기존 차량 폐차, 판매는 지급신청 전까지 완료하시면 됩니다.(차량등록일로부터 10일 이내)",마감,
강원,원주시,전기승용,"강원 원주시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 1540 (150) (0) (50) (1340) 1130 (385) (17) (36) (692) 1091 (373) (15) (35) (668) 449 (0) (0) (15) (672) ○ 현재 접수 불가입니다(2차까지 진행했으며 마감되었습니다) *승합 스타리아 신청가능(잔여 7대) ○ 추경 9월 예정(변동될 수 있으며, 변동 또는 확정 시 해당 페이지에 기재합니다) ○ 무공해차 통합누리집 내 출고잔여대수와 실제 잔여대수는 일치하지 않음 ○ (참고) 해당 페이지 공고파일 보는 법: 본공고=1차 공고 // 추경1차=2차 공고 (시스템 상 파일 표출명과 실제 지자체 공고명이 일치하지 않아 안내드립니다) ○ 제조수입사는 공고문 필독하시기 바랍니다. 공고 미숙지 및 시스템 오기입 등으로 인한 보완 발생 시 순번 밀릴 수 있으며, 시는 책임지지 않습니다. ○ 지급신청서 원주시 공고 서식 사용 및 원본서류 일체 발송 ○ 2차 공고(마감) - 공고일: 4. 23. - 접수일: 4. 28. 09:00 ~ - 공고대수: 승용 340대, 화물 90대, 승합(개인) 3대 ○ 1차 공고 마감일: 4. 14.(대상자선정 마감) ○ 연간 총 보급대수 1,540대(1차 1,200대, 2차 340대) - 보급대수는 차종별 보조금 차등 지원 및 국비 추가 지급 등에 따라 변동될 수 있습니다.",마감,
강원,강릉시,전기승용,"강원 강릉시 전기승용 본공고 1 본공고 2 *일반: 접수순 *우선: - 795 (0) (0) (0) (795) 526 (155) (7) (27) (337) 504 (151) (6) (25) (322) 291 (0) (0) (0) (473) 26.6.25.~6.26. 담당자 부재입니다. ☆ 2차 공고 승용 화물 마감 ☆ -자격 부여 대상자는 보조금 지원 가능하니, 대상자 선정 신청 하세요.- 3차 공고(추경): 9월 예정(변동 가능) 접수대수: 승용 195대, 화물48대 (예산 소진 상황에 따라 물량 변동 가능) ☆ 예산 소진 시 접수가 마감되며, 예산 소진 이후 접수 건은 대기자로 분류☆ ☆출고 기한(2개월) 초과 시 대상자 선정이 취소되거나 대기자로 전환 될 수 있음☆ <2026년 전기자동차 보급사업 2차 안내> ○ 신청기간 : 2026. 4. 27.(월) ~ 11. 30.(월) 예산소진 시 조기 마감 ○ 보급대수 승용: 195대 (연간 총 보급대수 795대 / 1차 600대 2차 195대) 화물: 48대 (연간 총 보급대수 168대/ 1차 120대, 2차 48대) ○ 기타 자세한 내용은 공고문 참조 * 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가하오니 주의하여 주시기 바랍니다. ** 2026. 1. 2. 이후 구매 계약 건만 인정합니다. *** 전환지원금 관련 기존 차량 폐차, 판매는 지급신청 전까지 완료하시면 됩니다.(차량등록일로부터 10일 이내)",마감,
강원,동해시,전기승용,"강원 동해시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 280 (20) (0) (10) (250) 190 (22) (3) (9) (156) 178 (22) (3) (9) (144) 102 (0) (0) (1) (106) ★ 5월12일 13:50기준 2차공고 승용 접수 마감합니다. ★ ★ 대상자선정건중 취소물량이 나올경우 지원가능확인요청순으로 후순위 지원합니다. ★ ★ 택시 우선순위 1대 남았습니다.(5월까지 신청없을경우 6월 일반물량으로 전환되어 지원가능확인요청순으로 후순위 지원합니다.) ★ <2차 공고> ○ 접수일정 : 마감 ○ 추가물량 : 승용 70대, 화물 20대, 승합(개인) 2대(상반기 잔여물량 미포함) ※ 상반기 잔여 물량 : 승합(개인) 3대, 승합(어린이통학) 1대 ※ 택시 우선순위 잔여물량은 6월부터 일반물량 통합 ※ 자격부여는 예산을 초과하여 접수함(대상자확정 기준으로 예산소진시 마감) *** '26.1.1.이후 계약건에 대해서만 보조금 지급이 가능합니다!! * 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가하오니 주의하여 주시기 바랍니다. * 전환지원금은 개인(개인사업자,법인 등 불가)만 신청가능하며 판매 및 폐차관련서류는 보조금 지급신청전까지 제출 * 다자녀, 생애최초의 경우 ""만""나이 기준(다자녀 만18세이하, 생애최초 만19세~만34세) * 지급신청시 시스템에서는 미첨부하도록 되어있으나, 붙임4의 지급신청서도 별도첨부해주시기 바랍니다!!",마감,
강원,태백시,전기승용,"강원 태백시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 228 (15) (0) (7) (206) 133 (58) (0) (11) (64) 112 (52) (0) (10) (50) 116 (0) (0) (0) (156) 제1차(본공고) 보급공고 물량: 승용 150대, 화물 30대 제2차(추경1차) 보급공고 물량: 승욜 80대, 화물 20대 -전환지원금 관련 국비, 지방비 만원이하 반올림 등 수정사항이 있어 전환지원금은 변경가능성 있음 -지급청구 시 원본 우편 제출 필요(온실가스 감축실적 활용동의서 원본도 함께 제출) -대상자 선정은 출고 등록순(대상자 확정 물량에 따라 신청 마감 예정)",마감,
강원,속초시,전기승용,강원 속초시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 58 (0) (0) (0) (58) 167 (56) (0) (12) (99) 165 (56) (0) (12) (97) 0 (0) (0) (0) (0) 4. 29.일자로 상반기 접수 마감되었습니다. 하반기 공고는 8월 중으로 계획 중입니다.,마감,
강원,삼척시,전기승용,"강원 삼척시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 119 (0) (0) (0) (119) 142 (50) (1) (3) (88) 128 (46) (1) (3) (78) 0 (0) (0) (0) (41) ★승용 접수마감 ★6.25.기준 잔여예산 : 화물 3대, 승합 스타리아 기준 2대 -2026년 공고물량 : 승용 220대, 화물 70대, 승합(개인) 1대, 승합(어린이통학용) 1대 ★8월말~9월초 승용 63대, 화물 3대 추가 공고 예정★ -전환지원금은 지원신청 시 신청하여 보조금 확정 후 지급신청 전까지 차량 판매 또는 폐차 완료하여야 합니다.",마감,
강원,홍천군,전기승용,"강원 홍천군 전기승용 본공고 1 본공고 2 본공고 3 *일반: 접수순 *우선: 접수순 170 (20) (0) (0) (150) 168 (62) (2) (1) (103) 158 (57) (2) (1) (98) 12 (0) (0) (0) (52) 신청기간: 2026.2.2.(월) 09:00 ~ 9.30.(수). 18:00 총 보급대수: 승용 254, 화물 90, 승합 4 - 1차 보급대수: 승용 170, 화물 60, 승합 4 *접수 물량 및 예산 집행 상황에 따라 조기 마감 또는 변경 가능 * 대상자 선정 전 차량 출고(등록)시 보조금 지급 불가",마감,
강원,횡성군,전기승용,"강원 횡성군 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 150 (0) (0) (0) (150) 105 (26) (4) (0) (75) 97 (23) (4) (0) (70) 53 (0) (0) (0) (80) ☆☆ 1,2차 모두 소진입니다 ☆☆ `26. 6. 12. 전기자동차(승용) 보급사업(상·하반기) 전액 교부 완료로 자격부여, 지원요청만 가능하며 취소분이 생길 경우에 한해 대상자 선정이 가능합니다. //`26. 6. 22. 전기자동차(승용) 취소 분 발생으로 현재 국비 4,850,000, 도비 300,000, 군비 1,960,000 이하의 차량은 대상자 선정이 가능합니다. ->> 첨부파일 3번 참조 // `26. 6. 17. 추경 예정일 및 추가 대수 등 미정이며 확정 사항 없습니다. 계획 및 예산 정해지면 바로 공고 하겠습니다. `26. 6. 19. 전기자동차(화물) 보급사업(상·하반기) 전액 교부 완료로 자격부여, 지원요청만 가능하며 취소분이 생길 경우에 한해 대상자 선정이 가능합니다.",마감,
강원,영월군,전기승용,강원 영월군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 130 (0) (0) (0) (130) 82 (23) (0) (2) (57) 80 (23) (0) (2) (55) 50 (0) (0) (0) (75) 현재 승용 마감했습니다.,마감,
강원,평창군,전기승용,강원 평창군 전기승용 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 130 (13) (0) (0) (117) 84 (30) (4) (1) (49) 84 (30) (4) (1) (49) 46 (0) (0) (0) (68),확인필요,
강원,정선군,전기승용,강원 정선군 전기승용 본공고 1 *일반: 접수순 *우선: 접수순 100 (0) (0) (0) (100) 101 (29) (3) (0) (69) 82 (24) (3) (0) (55) 18 (0) (0) (0) (45),확인필요,
강원,철원군,전기승용,강원 철원군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 140 (0) (0) (0) (140) 100 (32) (6) (1) (61) 78 (25) (5) (1) (47) 62 (0) (0) (0) (93),확인필요,
강원,화천군,전기승용,강원 화천군 전기승용 본공고 1 본공고 2 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 35 (2) (0) (0) (33) 30 (15) (0) (1) (14) 30 (15) (0) (1) (14) 5 (0) (0) (0) (19),확인필요,
강원,양구군,전기승용,"강원 양구군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 120 (8) (0) (0) (112) 70 (14) (1) (3) (52) 70 (14) (1) (3) (52) 50 (0) (0) (0) (60) <2026년 전기자동차 보급사업 안내> ★ 2차 신청·접수: 2026. 4. 27.(월) ~ 예산 소진 시까지 ○ 신청기간 : 2026. 4. 27.(월) 10:00 ~ 예산소진 시까지 ○ 보급(계획)대수 : 40대 * 보급(계획)대수는 1대당 단가 및 예산을 기준으로 산정한 것이며, 차종·추가지원 등 신청자별 보조금액이 상이하므로 실제 보급대수와는 차이가 있음 (연간 총 보급대수 120대 / 1차: 80대, 2차: 40대) ○ 기타 자세한 내용은 공고문 참조 * 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가하오니 주의하여 주시기 바랍니다. * 2026. 1. 2. 이후 구매 계약 건만 인정합니다. * 전환지원금 관련 기존 차량 폐차, 판매는 보조금 지급 신청 전까지 완료하시면 됩니다.(차량등록일로부터 10일 이내) * 전환지원금은 2026. 1. 1. 이후 폐차 및 매매 건에 대해서만 인정합니다. * 현재 조회되는 차종별 보조금 단가는 변동가능합니다. * 보조금 지급 신청 후 지급대기 단계에서 원본서류 제출 바랍니다.(제출처: 강원특별자치도 양구군 양구읍 관공서로 38, 양구군청 경제체육과 / 우편번호: 24522)",마감,
강원,인제군,전기승용,강원 인제군 전기승용 본공고 1 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 150 (15) (0) (0) (135) 102 (38) (3) (1) (60) 82 (32) (3) (1) (46) 68 (0) (0) (0) (89),확인필요,
강원,고성군,전기승용,강원 고성군 전기승용 본공고 1 *일반: 출고등록순 *우선: 출고등록순 46 (0) (0) (0) (46) 47 (14) (0) (4) (29) 43 (13) (0) (4) (26) 3 (0) (0) (0) (20) 추가안내사항 1. 붙임3의 감축실적 활용동의서 및 지방세납세증명서를 보조금 지급신청 시 첨부하여 주시기 바랍니다. 2. 상반기 사업물량 조정으로 5. 26(화)부터 승용 부분 추가 접수합니다. (34대=>46대) 3. 하반기 공고는 국비가 확보되는 8월중 추진 예정입니다.,확인필요,
