시도,지역,차종,비고,신청가능여부,잔여대수
강원,양양군,전기승용,"강원 양양군 전기승용 본공고 1 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 120 (6) (0) (6) (108) 66 (8) (2) (2) (54) 54 (8) (2) (2) (42) 66 (0) (0) (4) (66) 차종별 지원액 (국비, 도비, 군비) 확인은 공고문 엑셀 파일 참고 바랍니다 ○ 신청기간 : 2026. 1. 29.(목) 9:00 ~ 12. 11.(금) 18:00 / 예산소진 시 조기 마감 ※ 보조금 지급 청구 신청 : 12.11.(금) 18:00까지 제출분까지 인정 ○ 보급대수 : 총163대 (승용120대, 화물40대, 승합(개인)3대) * 예산 범위 내에서 변동 될 수 있음 (연간 총 보급대수 163대 / 상반기 115(승용72대, 화물24대, 승합(개인)3대), 하반기 48대(승용36대, 화물12대) ○ 기타 자세한 내용은 공고문 참조 * 공동명의는 구성원 모두가 거주조검에 해당하여야 함(가족이 아니어도 공동명의도 신청가능) * 2026. 1. 2. 이후 구매 계약 건만 인정합니다. * 대상자 선정 전 차량 출고(등록) 시 보조금 지급 불가하오니 주의하여 주시기 바랍니다. * 전환지원금은 개인(개인사업자,법인 등 불가)만 신청가능하며 기존 차량 폐차, 판매는 지급신청 전까지 완료하시면 됩니다. ** 별지 제9호 서식 : 전기화물차 구매자는 반드시 '신청 시'에 제출 필요 - 지급신청 전까지 경유 화물차를 폐차,판매,수출말소 등의 과정을 거쳐 경유 화물차 미보유 상태시면 최종적으로 성능보조금 차감 X - 사용연료가 '경유'면 경유화물차로 인정 ** 별지 제10호 서식 : 모든 신청자는 '청구 시'에 제출 필요 - 합계는 세급계산서 합계로 일치시키시기 바랍니다. - 온실가스 목표관리제 외부감축 실적 활용에 관한 내용은 본공고3을 확인하여 주시기 바랍니다.",마감,
충북,청주시,전기승용,"충북 청주시 전기승용 본공고 1 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 2250 (225) (0) (225) (1800) 2828 (353) (41) (197) (2237) 2358 (345) (36) (183) (1794) 0 (0) (0) (42) (6) <2026 청주시 전기자동차 구매지원사업(6.23.화.)> (승용) 일반, 우선순위 0대, 택시 48대/ (화물) 일반, 우선순위 0 * 일반, 우선순위 물량 예산 소진으로 조기 마감 (승합) 12대 / (어린이) 0대 ---------------------------------------------------------------------------------------- ○ 보조금 지원대상 차량 및 지원금액: 무공해차 통합누리집(www.ev.or.kr)에서 열람 가능 - ""구매 및 지원"" 메뉴 ○ 탄소중립포인트(에너지)가입확인서(https://cpoint.or.kr) 제출 필수 ○ 우선순위 물량 마감 시 일반으로 신청 가능 ○ (전환지원금) 개인만 신청 가능하며 출고 이후 판매 시 매수자 확인 가능한 증빙서류 지급신청 시 추가로 제출할 것 ○ 신청·접수일 기준 다자녀(2007년생 출생일 이전)/ 청년(1991년생 출생일 이전) ○ 원본서류 제출 불필요(전산등록 시 모든 서류를 1개의 PDF파일로 합쳐서 첨부) ○ 자격부여 및 대상자 선정 후 문자통보하지 않으므로 시스템 직접 확인 요망 ○ 청년(생애최초 구매)의 경우 지방세 세목별 과세증명서(자동차세 미과세증명서) 전국 자치단체 체크, 과세년도 2009년부터 현재까지로 발급하여 첨부 - ""위텍스""에서 발급 가능 ○ 기타 자세한 내용은 청주시청 홈페이지 공고문 참조 ○ 민원전화 폭주로 업무처리가 지연되므로 전화문의는 자제해 주시기 바랍니다. ---------------------------------------------------------------------------------------",마감,
충북,충주시,전기승용,"충북 충주시 전기승용 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 870 (276) (10) (30) (554) 1040 (311) (12) (33) (684) 922 (287) (11) (30) (594) 0 (0) (0) (0) (0) 3차공고는 9월말~10월초 예상합니다. (일정 정해지면 공고 예정입니다.) ※충주시 전기자동차 보급사업(2차) --> 마감되었습니다. ○ 공 고 일 : 2026. 4. 30.(목) ○ 신청기간 : 2026. 5. 19.(화) 15:30 ~ 예산 소진 시 까지 ○ 접수방법 : 저공해차 구매보조금 시스템(www.ev.or.kr/ps) ○ 사 업 량 - 승용 : 약 400대(지원금액에 따라 변동 가능) - 화물 : 약 100대(지원금액에 따라 변동 가능) - 승합(일반) : 약 2대(1,2차 통합 물량의 잔량) - 승합(어린이) : 마감 ★ 전화량 폭주로 반드시 공고문 확인하시고 신청바랍니다. ★ ★ 신청개시 후 신청 폭주로 전화 응대가 어려울 수 있습니다. 전화 여부와 관계없이 접수된 순서대로 처리합니다. ★ 신청개시일 오후 2시부터 접수된 순서대로 자격부여 진행합니다. ★ 신청개시일은 신청 폭주로 대상자 선정 불가합니다. 당일신청 당일 대상자 선정을 어려울 수 있으니 이점 염두해 두시고 진행하시기 바랍니다.",마감,
충북,제천시,전기승용,"충북 제천시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 1200 (120) (0) (60) (1020) 925 (234) (11) (38) (642) 551 (152) (5) (29) (365) 649 (0) (0) (31) (655) ★ 전기승용, 전기화물 대상자 선정 끝났으며, 추후 취소분에 대하여 대기자 순번(지원가능순번)으로 안내 예정 ★ 대상자 선정이후 차종, 연식, 금액 변동은 불가(기본적인 정보 및 공동명의 추가는 증빙서류 적합시 가능) ★ 승용 시작순번 570번, 화물 시작순번 139번입니다. ★ 자격부여, 보완시 문자로 안내할 예정입니다. ★ 신청개시 후 전화응대는 어려울 수 있으며, 접수된 순서대로 자격부여, 대상자 선정 진행 할 예정입니다. ★ 공고문 미숙지, 신청 오타 및 서류미비 사항으로 인한 책임은 신청자에게 있으며, 보완시 보완 완료 시간으로 접수된것으로 간주함 2026년 전기자동차 보급사업(2차)을 다음과 같이 공고 하고자 합니다. □ 2026년 전기자동차 보급사업 안내 ○ 공 고 일 : 2026. 5. 26.(화) ○ 접수기간 : 2026. 6. 15.(월) 10:00 ~ 예산소진 시 까지 ○ 보급대수 : 458대(승용 400, 화물 52, 승합 6) ○ 대상자선정기준 : 자동차 출고·등록 순 ※ 세부사항은 첨부된 공고문 참조 붙임 1. 2026년 전기자동차 보급사업 변경공고 1부. 2. 차종별 지원 단가 1부. 끝. ★ 주의사항 - 2026년 전기자동차 보급사업 공고문 확인 ※ 공고문 미확인에 따른 불이익은 제천시에서 책임지지 않습니다. - 거주지 확인 및 지방세 체납 여부 확인을 위한 주민등록등본 또는 초본, 지방세 납세증명서는 반드시 첨부 필요 ※ 공동명의자로 등록시 둘다 지원 필수자격은 충족하여야 함 - 생애최초 구입 신청 시 지방세 세목별 과세증명서(자동차 취등록세, 자동차세 부과이력) 등본상 거주한 지역, 과세년도는 태어난 시점부터 현재까지로 기준 설정하여 제출 - 공고문 미숙지, 신청 오타 및 서류미비 사항으로 인한 책임은 신청자에게 있음(보완사항은 보완 완료 시간으로 접수된것으로 간주함) - 구매보조금 지급신청 후 지급신청 관련 서류 제천시청 자연환경과로 원본제출(사본은 원본대조필 날인) , 주소: 충청북도 제천시 내토로 295 제천시청 4층 자연환경과",마감,
충북,보은군,전기승용,"충북 보은군 전기승용 본공고 1 *일반: 출고등록순 *우선: - 100 (0) (0) (0) (100) 114 (31) (5) (0) (78) 112 (30) (5) (0) (77) 0 (0) (0) (0) (23) 보은군 전기 승용 마감됐습니다!! 보은군 추가공고는 승용만 해당되며, 9월 말(9월 20일 이후)에 공고 예정이니 참고해 주시면 감사하겠습니다~ 1. 접수기간: 2026. 2. 2.(월) ~ 예산 소진시까지 2. 보급대수: 200대(전기승용차 100대, 전기화물차 100대) 3. 신청대상 - 구매지원신청서 접수일 기준 3개월 이상 계속하여 보은군에 거주하고 있는 만18세 이상의 개인 또는 법인·기업(1인 당 1대, 1 법인·기관 당 1대 지원) 4. 신청방법 - 전기자동차 구입을 희망하는 신청자는 자동차 제작·수입사와 구매계약을 체결하고 구매지원신청서 작성 - 전기자동차 제작·수입사가 구매보조금 지원시스템(www.ev.or.kr)을 통하여 지원 신청서 작성 및 신청 5. 지원금액: 차종별 보조금액 상이(공고문 참조) 6. 대상자 선정: 출고ㆍ등록순 7. 기타사항: 붙임 공고문 참조 8. 게시방법: 무공해차 통합누리집 및 보은군청 홈페이지 공고",마감,
충북,옥천군,전기승용,"충북 옥천군 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 160 (0) (0) (0) (160) 165 (51) (3) (6) (105) 135 (42) (1) (6) (86) 25 (0) (0) (0) (74) 2차 공고 알림 ******* 마감되었습니다.********* - 사 업 명 : 2026년 전기자동차 구매지원 사업 - 신청기간 : 2026. 6. 16.(화) 14:00 ~ 예산 소진 시까지 ※ 신청 시작 후 몇 분안에 마감 될 것으로 판단되오니 참고바람 **** 신청 당일 관련업무전화가 많을것으로 예상되며 마감 된 후에는 접수가 불가하오니 접수가능여부 문의 전화는 자제바랍니다. **** - 사업대수 : 전기승용 60대 - 신청방법 : 신청인과 구매계약 체결한 제조？수입사가 환경부 무공해차 통합누리집(www.ev.or.kr)에서 신청 ※ 구매신청서 및 증빙서류를 합쳐서 한 개의 PDF 파일로 첨부 가능 단, 용량문제 등으로 화질이 낮아지는 경우 각각 첨부 가능 (내용식별이 힘들 경우 자격부여 불가)",마감,
충북,영동군,전기승용,"충북 영동군 전기승용 본공고 1 *일반: 접수순 *우선: 접수순 180 (30) (0) (15) (135) 178 (48) (3) (3) (124) 170 (45) (3) (3) (119) 10 (0) (0) (12) (16) 2026년 전기자동차 보급지원사업 승용, 화물 예산소진으로 마감되었습니다.",마감,
충북,증평군,전기승용,"충북 증평군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: - 100 (0) (0) (5) (95) 56 (0) (2) (1) (53) 55 (0) (2) (0) (53) 45 (0) (0) (5) (42) - 2차 공고는 7월 1일 예정입니다.(자세한 사항은 향후 공고문 참조하여 주시기 바랍니다.) - 접수기간 : 2026. 7.2.(목) 10시 ~ 예산소진시까지 - 보급대수 : 승용(일반 50대), 화물(일반 5대)",마감,
충북,진천군,전기승용,"충북 진천군 전기승용 추경1차 1 추경1차 2 추경1차 3 *일반: 출고등록순 *우선: 출고등록순 64 (6) (0) (24) (34) 622 (140) (14) (7) (461) 512 (128) (10) (6) (368) 0 (0) (0) (18) (0) - 6.9.화 16:00~18:00 서류접수 건 모두 야간에 자격부여 예정이며 6.10.수 09:00 지원가능번호 요청하시는 순서대로 선착순입니다. >>6.10. 09시 지원가능순서대로 2차공고 마감되었습니다. (경쟁율 1:6) - 1차 공고 시 대상자 선정되지 못한 건은 취소처리 후 2차 공고 접수 기간 내 다시 자격부여 받아야 합니다. - 2차 공고 시 대상자 선정되지 않은 신청건은 취소 처리 예정입니다. ★★3차공고는 9월 중순 예정입니다, 7월공고하지않습니다 ★★ ○ 공 고 일 : 2026. 5. 26.(화) ○ 신청기간 : 2026. 6. 9.(화) 오후 16시 ~ (2차)예산소진시까지 ※ 6. 9. 18:00 이후 자격 부여 진행 및 6. 10.(수) 업무시간 이후 지원가능확인요청가능 ○ 접수방법 : 저공해차 구매보조금 시스템(www.ev.or.kr/ps) 주요안내사항 (생애최초)저희군은 전 생애에 자동차 보유사실이 없어야합니다. (전환지원금)구매지원 시점에 내연기관차량 매각.폐차안했더라도 가능합니다 대리점에서는 전환지원금 Y로 선택해주세요 -전환지원금은 ""개인만""가능합니다. (개인사업자 불가) (우편발송)올해는 우편발송하지않으셔도됩니다",마감,
충북,괴산군,전기승용,"충북 괴산군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 179 (18) (0) (10) (151) 67 (10) (3) (0) (54) 67 (10) (3) (0) (54) 112 (8) (0) (10) (97) ★하반기 공고 - 7월 1일 10:00~ (승용70대, 화물 32대)예정★ ★출고순으로 보조금이 지급되므로, 자격부여가 되어도 보조금 수령이 불가할수 있음 ★자격부여 후 2달이내 미출고, 대상자 선정 후 10일이내 미출고 시 - 대기자전환",확인필요,
충북,음성군,전기승용,"충북 음성군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 240 (24) (0) (12) (204) 389 (96) (14) (3) (276) 374 (92) (13) (3) (266) 0 (0) (0) (9) (0) 2026년 음성군 전기자동차 보급사업 예산이 모두 소진되었습니다. 추가경정예산 편성 일정에 따라 예산 편성 후 추가 공고 및 접수는 7월말~8월 중으로 계획 중입니다. ※ 추가공고 계획: 7월말 중 ※ 추가공고 계획물량: 승용 50대, 화물 30대, 어린이버스 2대 ※ 추가공고 게시처: 음성군 홈페이지(https://www.eumseong.go.kr) 고시/공고 게시판",마감,
충북,단양군,전기승용,"충북 단양군 전기승용 본공고 1 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 155 (20) (30) (3) (102) 152 (36) (9) (1) (106) 145 (35) (9) (1) (100) 10 (0) (21) (2) (2) <2026년 단양군 전기자동차 보급사업(2차)> ○ 신청기간 : 2026. 5. 13.(수) ~ 예산소진시까지 ○ 접수방법 : 무공해차 구매보조금 시스템(www.ev.or.kr) ○ 사 업 량 - 승 용 : 약 35대 - 화 물 : 약 13대 - 승 합 : 약 1대(일반) ◆ 주의사항 ◆ - 2026년 전기자동차 보급사업 공고문 확인 필수 ※ 공고문 미확인으로 발생하는 불이익은 단양군에서 책임지지 않습니다. - 공동명의자로 등록시 공동명의자 모두 지원자격을 충족해야 함(공동명의는 가족일 경우에만 가능) - 전환지원금은 ""개인""만 해당됨 (개인사업자,법인 등 지급 불가) - 생애최소 구입 신청 시 지방세 세목별 과세증명서(자동차 취등록세, 자동차세 부과이력) 지역 전국, 과세년도는 현재까지로 기준 설정하여 제출 요청 - 보조금 신청서 오기재 및 서류미비 사항으로 인한 책임은 신청자에게 있습니다.(보완사항은 보완 완료 시간으로 접수된것으로 간주) - 구매보조금 지급신청 후, 단양군청 환경과로 원본제출(사본은 원본대조필 날인) <충북 단양군 단양읍 중앙1로 10, 단양군청 환경과(전기차보조금 담당자)> ※ 전화 폭주로 공고문 우선 확인 요청드립니다.",마감,
충남,천안시,전기승용,충남 천안시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 1056 (105) (0) (52) (899) 1544 (437) (40) (110) (957) 1082 (325) (27) (88) (642) 0 (0) (0) (0) (257) 2026년 전기자동차 보급사업(2차) 승용차 접수 마감 하반기 전기자동차 보급사업 8월 말~9월예정,마감,
충남,공주시,전기승용,"충남 공주시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 130 (14) (0) (6) (110) 271 (66) (7) (14) (184) 211 (49) (4) (10) (148) 0 (0) (0) (0) (0) 사업명 : 2026년도 공주시 상반기 전기자동차 보급사업 공고 승용, 화물 전량 마감입니다.",마감,
충남,보령시,전기승용,"충남 보령시 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 추경1차 3 추경2차 1 *일반: 출고등록순 *우선: 출고등록순 200 (16) (0) (7) (177) 201 (14) (0) (8) (179) 197 (14) (0) (8) (175) 3 (2) (0) (0) (2) ★추가모집 접수 마감되었습니다. 하반기 사업은 7월 중 예정임을 안내드립니다.★ ★★★추가모집 관련, 지원물량 확대되었음을 안내드립니다.(추경 1차, 첨부파일3번 확인)★★★ - 2026. 5. 11.(월) 접수된 신청건(142~225번까지)은 배정증빙화면 입력 및 당일(5.11.) 지원가능확인요청 시 대상자 선정가능 <2026년 상반기(추가) 전기자동차(승용·화물) 보급사업> - 접수기간 ※ 예산소진시 조기마감 ★(변경 사항 반영)[승용] '26. 5. 11.(월) 13:00 ~ 6. 5.(금) 18:00 [화물] '26. 5. 13.(수) 10:00 ~ 6. 5.(금) 18:00 - 보급대수: 승용 85대(일반 72, 우선 9, 택시 4), 화물 29대(일반 25, 우선 3, 택배 1) - 선정기준: 출고·등록순(지원가능확인요청순)(※자격부여는 신청접수순으로 예산범위 초과하여 선정하며 대상자 선정된것 아님) ★ 사업포기 시 공고파일1 첨부3 서식에 따라 포기서 제출해 주시기 바랍니다. ※ 기타 자세한 문의사항은 공고문을 참조하시기 바라며, 자격부여, 대상자 선정 요청, 금액확인을 위한 전화문의 자제바랍니다.",마감,
충남,아산시,전기승용,"충남 아산시 전기승용 본공고 1 본공고 2 본공고 3 추경1차 1 추경1차 2 *일반: 접수순 *우선: 접수순 792 (79) (0) (39) (674) 1381 (320) (25) (33) (1003) 659 (59) (12) (29) (559) 133 (20) (0) (10) (115) ***승용 신청마감 / 택시 신청 가능(6대) ※ 추가 보조금은 신청 시 해당 정보 필수 입력!!(대상자 선정 후 전환지원금만 보완가능, 나머지는 변경불가) ※ 전환지원금은 대상자 선정 후 보완요청하여 입력 가능 ※ 신청 시 입력하지 않은 추가보조금은 지원받지 못하거나 보완요청할 경우 보완완료 시점으로 접수순위가 변동됨.",마감,
충남,서산시,전기승용,"충남 서산시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 479 (48) (0) (17) (414) 353 (115) (7) (12) (219) 353 (115) (7) (12) (219) 126 (0) (0) (5) (195) 2차 공고문 pdf 파일 추경1차 첨부2에 올렸습니다. 차종별 보조금 차등 지원에 따라 예산범위 내 보급대수는 조정될 수 있음. 자격부여(서류검토) → 지원가능확인요청(대리점) → 예산 범위 내 대상자선정 - 2차 사업 : 승용차, 화물차 접수 마감(예산소진) - 3차 사업 : 추경예산 확보 후 9월 예정",마감,
충남,논산시,전기승용,"충남 논산시 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 192 (20) (0) (0) (172) 240 (76) (8) (2) (154) 205 (67) (6) (2) (130) 0 (0) (0) (0) (42) #######승용마감###### 하반기 공고: 8~9월(변동가능) ※ 차종별 보조금 차등지원 및 추가 지원금 등으로 인해 보급물량은 별도 공고 없이 조정될 수 있으며, 무공해차 통합누리집 상 실제 잔여량과 차이가 있을 수 있습니다. ※ 순번대로 제출서류 일체를 1개의 PDF파일로 등록 필수(원본 스캔) ※ 공고문 미숙지에 따른 불이익은 논산시에서 책임지지 않음(보완요청으로 인한 처리 지연, 경유 화물 보유자 성능보조금 차감 등) ※ 서류 미비 및 시스템 입력 오류 등 보완 사항이 발생한 경우, 보완 완료 시점을 접수 시점으로 간주 ※ 무공해차 통합누리집 상 지원가능확인요청 순번은 중복될 수 있으며, 보급예정물량은 예산 소진 시 별도 공고 없이 조정될 수 있으므로, 제작·판매사에서는 대상자 선정 문자를 확인한 후, 구매자에게 안내하여 혼란이 없도록 해주시기 바랍니다! ※ 공공기관은 구매계약 체결 전 논산시와 사전 협의 필수",마감,
충남,계룡시,전기승용,"충남 계룡시 전기승용 본공고 1 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 177 (19) (0) (13) (145) 177 (31) (2) (0) (144) 177 (31) (2) (0) (144) 0 (0) (0) (13) (1) 승용,화물 물량마감되었습니다 하반기 10월 예정",마감,
충남,당진시,전기승용,"충남 당진시 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 362 (48) (0) (15) (299) 537 (184) (5) (15) (333) 358 (121) (5) (12) (220) 4 (0) (0) (3) (79) 26년 상반기 사업 마감（택시 제외） < 하반기사업 조기공고 안내 > 4.28. 공고 5.11. 10시 승용 접수 (180대)// 5.11. 18시 이후 자격부여// 5.12. 09시 지원가능확인 요청 << 5.13. 승용 대상자 선정 문자전송 완료, 문자를 받지 못하신 분은 9월에 추경 예정이오니 참여 부탁드립니다>> ★★ 공고문에 기재된 바와 같이 실보급 대수는 모델별 차등지원에 따라 변동될수 있습니다. 당초 공고된 보급 대수는 예상 평균치를 기준으로 산정되었으나, 현재 상대적으로 보조금 지원 단가가 높은 차종의 신청 비중이 높아 전체 예산 범위 내에서 보급 가능한 최종 대수가 조정되었습니다. 신청인들에 설명 부탁드립니다★★ 5.14. 10시 화물 접수 (39대) // 5. 14. 14시 이후 자격부여 후 지원가능 확인요청순으로 대상자 선정 // 5.18.까지 확정문자 발송예정 ※실보급대수는 차등지원에 따라 변동될수 있음",마감,
충남,금산군,전기승용,"충남 금산군 전기승용 본공고 1 본공고 2 추경1차 1 *일반: 출고등록순 *우선: 출고등록순 180 (18) (0) (18) (144) 184 (39) (9) (2) (134) 163 (37) (9) (2) (115) 17 (0) (0) (16) (29) ★ 금산군 전기승용, 화물 마감 - 택시+택배물량만 신청가능합니다. *친환경자동차 보급 확대를 위하여 전기자동차 구매 시 보조금을 지원하고자 2026년도 전기자동차 민간보급사업을 공고하오니 많은 참여바랍니다. 1. 사업내용 : 전기자동차(화물,승용) 보급사업(2차) 2. 보급대상 : 구매 지원신청 접수일 기준 2개월 이상 계속하여 금산군에 주소를 둔 개인 및 개인사업자, 사업장이 금산군 내 위치한 법인 및 기업 3. 공고기간 : ~ 2026. 11. 30.(월) 4. 신청기간 : 2026. 5. 06.(수). ~ 2026. 11. 30.(월) 18:00 ※보급대수 소진시 조기 마감 5. 보급대수 : 총120대(전기승용 80대, 전기화물 40대) 6. 지원금액 : 차량 가액에 따라 달라짐(무공해차통합누리집 참고) 7. 신청절차 : 신청인은 가까운 자동차 대리점, 영업소에 구매계약 후 저공해차 통합누리집 내 저공해차 구매 보조금 지원 시스템에 제출 ※ 기타 자세한 사항은 붙임 공고문 참조(세부신청절차가 안내되어 있으니 반드시 확인요망) 붙임 2026년 금산군 전기자동차 민간보급 지원사업(2차) 공고문. 1부. 끝.",마감,
충남,부여군,전기승용,"충남 부여군 전기승용 본공고 1 본공고 3 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 190 (18) (0) (16) (156) 163 (30) (2) (7) (124) 120 (23) (2) (7) (88) 70 (0) (0) (9) (68) 상반기 1, 2차 전기승용 마감 ※ 전기택시는 별도 문의 바랍니다.",마감,
충남,서천군,전기승용,충남 서천군 전기승용 본공고 1 *일반: 출고등록순 *우선: 출고등록순 96 (9) (0) (9) (78) 114 (14) (4) (0) (96) 86 (11) (1) (0) (74) 10 (0) (0) (9) (4) ※ 조기공고 마감되었습니다.,마감,
충남,청양군,전기승용,"충남 청양군 전기승용 본공고 1 본공고 2 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 130 (0) (0) (0) (130) 78 (17) (2) (0) (59) 77 (17) (2) (0) (58) 53 (0) (0) (0) (72) 상반기 2차 공고 · 승용 39대 · 화물 18대 · 접수기간: 2026.05.22. ~ 8.10. 첫날은 사전검토만 진행하며, 이후 절차는 둘째날(26일) 09:00부터 시작 22일(금) 접수된 신청서 -> 당일 검토 후 18:00이후 '자격부여' 자격부여된 신청 ->26일(화) 09:00부터 지원가능확인요청 가능(출고예정일이 명시 된 자료 첨부 필수) ※예산 소진 시 조기마감 ※※2차공고 승용, 화물 마감※※",마감,
충남,홍성군,전기승용,충남 홍성군 전기승용 본공고 1 본공고 2 *일반: 출고등록순 *우선: 출고등록순 234 (37) (0) (9) (188) 355 (74) (9) (9) (263) 240 (36) (6) (9) (189) 0 (1) (0) (0) (0) ☆하반기 사업 조기 공고 접수 마감☆ ☆추가 공고는 10월 중 예정이며 물량은 20대 내 예정입니다.☆,마감,
충남,예산군,전기승용,충남 예산군 전기승용 본공고 1 추경1차 1 추경1차 2 *일반: 출고등록순 *우선: 출고등록순 200 (20) (0) (10) (170) 206 (41) (5) (9) (151) 143 (26) (3) (8) (106) 57 (0) (0) (2) (64) 예산 내 승용마감,마감,
충남,태안군,전기승용,충남 태안군 전기승용 본공고 1 본공고 2 본공고 3 *일반: 출고등록순 *우선: 출고등록순 295 (10) (0) (10) (275) 186 (12) (4) (0) (170) 169 (12) (3) (0) (154) 126 (0) (0) (10) (121) ※ 전기 승용 및 화물 상반기 마감(추가공고 포함) → 전기승합(버스) 개인 신청 가능 → 하반기 공고는 추경 확정 후 예정(일정 미정),마감,
